platform,rating,title,text,date,author,location
Just Eat,5,Fantastic service and they always send…,Fantastic service and they always send you offers and discount vouchers.,2025-04-24,Rum Jackson,N/A
Just Eat,1,Stay away orders always go missing and customer care can’t do anything order than give you 5 euro credit,It’s the 3rd time where I have ordered on JustEat and delivery is late and then is marked as delivered when no driver calls or sends message if they cannot find the house. I stayed away from JustEat but only came back because I had been given “credit” and vouchers because of the last two times the drivers didn’t deliver. The drives mark order as delivered which means they get the food and all you get is waste of time and 5 euro credit. They haven’t fixed their customer care nor their management of the drivers and I would and will stay with Deliveroo.  I have two young babies and work full time so now again I have to go without lunch because JustEat cannot manage their delivery system and hold drivers accountable.,2025-04-24,Sana  Khan,N/A
Just Eat,5,Always responsive,"Always responsive, staff always helpful especially customer service",2025-04-23,Deirdre,N/A
Just Eat,5,Ordered and received exactly what I…,"Ordered and received exactly what I wanted, bang on time with delivery and delivery guy very nice.",2025-04-22,Anne McWade,N/A
Just Eat,5,Simple and easy to order from,N/A,2025-04-21,Billy,N/A
Just Eat,5,Easy to use and plenty of discount…,Easy to use and plenty of discount codes regularly,2025-04-21,Philo cavan,N/A
Just Eat,5,Food prep & delivery updates are great…,Food prep & delivery updates are great to have! So far no delivery has been late & we have never received cold food,2025-04-20,Nicky G,N/A
Just Eat,1,Absolutely sh*t,Absolutely sh*tCancelled an order an HOUR after ordering the food. Absolutely ridiculous service and always has issues considering how overpriced everything is. Will not be using this poxy app again and I don’t recommend anybody else wastes their money on substandard service. Atleast offer vouchers after doing people so dirty like that,2025-04-20,Luke Monaghan,N/A
Just Eat,1,Poor Customer Service,App is impossible. Customer service is terrible and the number for it isn't listed in the help section.,2025-04-19,Hyab Mehari Abraha,N/A
Just Eat,4,Good,"Easy to use app, quite efficient, and a prompt service",2025-04-19,Mr CRAVEN,N/A
Just Eat,3,The food was excellent but the app was…,"The food was excellent but the app was lots of hassle and i didn't get the discount that it said on the page!It took 5 minutes to just pay, with multiple layers which put me off.",2025-04-19,SAMIK SEN,N/A
Just Eat,5,Best service,Best service in the world,2025-04-19,Alexandru,N/A
Just Eat,1,What food delivery app is this The get…,What food delivery app is this The get the money but when you have problems with the delivery they don't help you with nothing. I Will never use this Apple again,2025-04-19,Dan Ciocan,N/A
Just Eat,5,Good food,Amazing app to use and find food,2025-04-17,Frances,N/A
Just Eat,5,Always on time,Always on time,2025-04-17,Rosie,N/A
Just Eat,5,Efficient,All my needs have been taken care of if there was a problem with a restraunt and it was quick and concise,2025-04-17,Tara,N/A
Just Eat,4,Easy to order but would love the little…,Easy to order but would love the little discounts as a lot of restaurants have their own delivery service now.,2025-04-16,Sara McMahon,N/A
Just Eat,1,Did somebody say don't eeeaaatttt!!tttt!ttt!,Missing items on an order is one thing - clearly an issue when one of the kids has food delivered and the other one doesn't but hard to know whether to blame the restaurant or Just Eat. On the other hand when the courier marks food as delivered when it clearly hasn't been and everyone is left scrambling for a delayed new dinner option then Just Eat is plumbing new depths of bad customer service - if it happened once I would forgive but it's happened 3 times in 6 months so that's it for me now. I noticed there are a lot of bad reviews and the ones that are good are short and look like plugs so please trust the bad ones. Did somebody just sign up to try Deliveroooooo!! 😛,2025-04-15,GS,N/A
Just Eat,1,An order wasn’t delivered,"An order wasn’t delivered. I contacted the business concerned directly and they admitted that there had been a failure on their side, and that the order couldn’t be fulfilled. Just Eat have refused to refund because I have claimed for the refund more than 48 hours later. You won’t find this condition easily on their site. They claim that it is an ‘internal policy’ that they cannot share, and that the condition is covered under clause 6.5 of their terms and conditions, which is unrelated to the specifics of my case.",2025-04-14,Paul Whelan,N/A
Just Eat,5,Very helpful,Very helpful,2025-04-14,James Sullivan,N/A
Just Eat,5,"Best customer service ,with a vast…","Best customer service ,with a vast choice of take aways",2025-04-13,Gloria Kittler,N/A
Just Eat,5,The food arrives early and on time,The food arrives early and on time. The food is always nice and tasty.,2025-04-10,jacqueline,N/A
Just Eat,3,App is ok,App is ok. More costly than just booking direct. Also you should entice restaurant to add pictures of their food as it would making choosing new experiences easier know what might be delivered.,2025-04-09,Colin,N/A
Just Eat,1,This code thing is annoying,"My wife paid e60 online for food. I answered the door to get the food. I was asked for a code. I had no idea about a code, either did my wife. My wife was managing a crying baby. We were tired and this is why we got a takeaway. The delivery girl was nice but couldn't give us the food without a code . She tried contacting just eat but couldn't. She said to look at the app but my wife didn't have the app and had ordered directly online. We tried phoning Eddie rockets but couldn't get through. Eventually my wife found the order email in her spam but couldn't find a code. The delivery girl then said it was fine and gave us the food which was half cold by now. The whole ordeal was so withering. We just wanted to order food and have no hassle.",2025-04-07,John,N/A
Just Eat,4,"Finally, Real Customer Care: Grateful for the Support and Refund!","After challenging conversations with several operators, I finally found someone who truly understood the meaning of customer care.Thank you for the refund! Appreciated!",2025-04-27,Amir,N/A
Just Eat,5,Add more discounts weekly or monthly,Add more discounts weekly or monthly,2025-04-06,Aoife,N/A
Just Eat,1,Got the wrong food,"Got the wrong food. I’m a vegetarian, my religious beliefs were breached",2025-04-06,PS,N/A
Just Eat,1,Only giving 1 star as I cannot give any…,Only giving 1 star as I cannot give any less. Absolute joke of a company.,2025-04-04,Gary,N/A
Just Eat,1,Ordered Chinese for Mothers Day from…,"Ordered Chinese for Mothers Day from Aroma in Stillorgan via Just Eat. Not all of the order was delviered, rang Aroma (voicemail) and got no call back, e-mailed Just Eat to ask where the food was, got a reply, 'we're looking into it, be back to you shortly' 5 days later and have heard nothing from Just Eat. This is a extremely poor service.",2025-04-04,Stephen Ryan,N/A
Just Eat,5,Sure it's grand does what you'd expect,Sure it's grand does what you'd expect,2025-04-03,Eoin Slattery,N/A
Just Eat,1,I had sent an email about an incident…,I had sent an email about an incident few weeks ago I was very unhappy with the service. I have since ordered from that branch and it was fine but I received nothing g from my original complaint Customer service ice is not to the standard I would expect,2025-04-03,Lorraine,N/A
Just Eat,1,I ordered food yesterday and after an…,I ordered food yesterday and after an hour I got a message saying the food was delivered. I never recieved the food. I had ordered Burger King for my daughter and to my surprise when I called Just Eat to rectify it. I was told there was nothing they can do as the food had been delivered. My question is where was the food delivered as I never received the food.,2025-03-29,Sihle Ndlovu,N/A
Just Eat,5,Good to deal with sometimes ……..,Good to deal with,2025-03-27,Skye,N/A
Just Eat,5,Delivery is fast and reasonably priced,"Delivery is fast and reasonably priced, the food is good although they could include more meat and not just a lot of sauce, and the prices are reasonable enough.",2025-03-26,Maria Gamelba Murphy,N/A
Just Eat,5,The ease at which I can order whatever…,The ease at which I can order whatever type of food that I want.,2025-03-25,Quinn,N/A
Just Eat,4,On time,"On time. If you had a problem with the meal, then they're quick about emailing you and resolving the issue",2025-03-25,Colin,N/A
Just Eat,1,Half the order was delivered.,Half the order was delivered.. no had to go to collect the rest of the order which they said was given.. tried calling. No reply wrote a cross email and no reply.. I don't see the point of paying for a very poor service.. Some contact would be nice.....,2025-03-24,Paul,N/A
Just Eat,3,Sometimes I do get my order delivered…,Sometimes I do get my order delivered even though the app tells me it was delivered,2025-03-24,Kevillephilip,N/A
Just Eat,3,Service is good until something goes wrong.,Just eat service is good as long as nothing goes wrong. I had issue where the food from a McDonald’s reataurant was of diabolical standard. I returned the food but as I ordered through just eat I had to request a refund through them. Apparently in their terms and conditions the max refund you can get is 50% of what you paid. So if you dont get what you paid for you will only ever get half of what you paid back.,2025-03-24,Wayne O'Callaghan,N/A
Just Eat,5,Just-eat.ie,"All good, fine service.",2025-03-23,customersteve,N/A
Just Eat,1,Such a nasty customer service,Such a nasty customer service. Ordered food that was so sub standard I wouldn’t give it to a dog. Customer service as rude as I have ever came across. I Left a review of the vendor on there site and they would not publish it and when I questioned it they accused me of swearing and it was an automatic thing which was the most maddening thing because I have never sweared ever on a review . Of course they have no proof of the message whatsoever but luckily I do as I kept a screen shot of what I was reviewing. Nasty company and if I have to go hungry I will never order off them again or my family. If the order is nice all will be good but god help you if the food is not right. This is where professional companys shine throw. If there was a box for no stars that’s what I would give them unfortunately I have to give them one but I actually mean none.,2025-03-20,Gerry,N/A
Just Eat,1,Horrendous,Website laboriously slow. Took a ridiculous length of time to reset a password. Tried to order and was looped back into endless repetition. Eventually placed an order and couldn't 'check out' the contents of my basket. I did everything except 'just-eat ',2025-03-12,RICHARD HATTON,N/A
Just Eat,1,My account was blocked with no explanation.,They sent me the wrong order. I called them and they said they will refund me in the form of credits to my account. Now it seems they have blocked my account and I can't create a new one,2025-03-11,Paul Kerins,N/A
Just Eat,5,Just eat,Just eat always on the ball the best app I've ever had for ordering takeaways alwaysbm great deal,2025-03-11,Sean,N/A
Just Eat,2,Food disappointing compared to previous…,"Food disappointing compared to previous experience and in-restaurant dining. Not as tasty, naan slightly burned and no sauces with the poppadums. This order was not worth the money",2025-03-10,Karina,N/A
Just Eat,2,It McDonald's again🙄 he tried to say I…,"It McDonald's again🙄 he tried to say I put the wrong postcode which I then showed him was actually correct, he said well I knew where the house was but the map told me different so I just sat in the street, my food was cold because of this. It's weird because any other place I order from doesn't have a problem finding the house as the postcode is correct, just the McDonald's drivers",2025-03-10,Michelle Mc ardle,N/A
Just Eat,5,10/10 ...,10/10 .... Absolutey savage! Hit the spot . 2 happy customers. Defo going back,2025-03-08,adam fahy,N/A
Just Eat,5,Always nice people delivering the food,Always nice people delivering the food,2025-03-08,Sophia,N/A
Just Eat,2,Cold continues to arrive cold from…,Cold continues to arrive cold from McDonalds,2025-03-08,Andrew Hughes,N/A
Just Eat,1,I ordered food tonight from 2 different…,I ordered food tonight from 2 different restaurants. The first time the food just didn't show up and I had to call for them to tell me the driver got lost so they just marked it as delivered even though it wasn't. But the person I spoke to about that was very nice. For the second order I accidentally put in the wrong address. It was from a different account. I called just to see if it was possible to change it and at first the girl was being nice but when I couldn't understand what she was saying she started being very rude to me and talking to me like I was stupid. In the end I didn't understand if she was going to still send the food or issue a refund but I didn't want to speak to her anymore so I didn't want to ask. That was the worst part of the experience and the main reason for this review. In the end the driver called and said he was leaving it at the other address but he didn't. Very bad service.,2025-03-08,Caroline Heneghan,N/A
Just Eat,5,Good selection,"Good selection, quick delivery. Any problems sorted quickly",2025-03-07,keith raymond keegan,N/A
Just Eat,5,My experience with Just Eat Ireland has…,"My experience with Just Eat Ireland has been consistently positive. The platform offers a dependable service for connecting with restaurants, and I appreciate the user-friendly interface. Furthermore, the availability of promotional codes and deals enhances the overall value of the service",2025-03-06,Gareth H,N/A
Just Eat,1,Disgraceful,DisgracefulContacted Just eat. Order was late cold and wrong.I paid €33 for my order.I am now being refunded €15...yes less than half.After arguing back and forth I was also offered €10 goodwill gesture.I DINT WANT GOOD WILL. I want a replacement or my full refund...BUT...BUT...she will get her supervisor to contact me within 24 hours....DO NOT ORDER FRIM JUST EAT ( MCDONALD) IF you are expecting edible food. Disgraceful. Adding insult to injury...offering me half the cost...so €15 to bin horrible food. Laughable,2025-03-04,Rosaleen Fitzgerald,N/A
Just Eat,3,20% more…,Everything on just eat is 20% more expensive than it is as if i was to ring the takeaway,2025-03-04,Paul G,N/A
Just Eat,5,Great service,Great service,2025-03-04,Rhonda  Mooney,N/A
Just Eat,1,Awful and take no responsibility when…,Awful and take no responsibility when they get it wrong,2025-03-04,Carl Duffy,N/A
Just Eat,5,Using the Just Eat app has opened so…,Using the Just Eat app has opened so many new doors for me I love this app so much it saves time and money by using this app. I am able to spend more time with my family.,2025-03-03,Jane,N/A
Just Eat,4,Ya good service,Ya good service,2025-03-03,Kim Malone,N/A
Just Eat,5,Efficiency is excellent,Efficiency is excellent,2025-03-02,Orla,N/A
Just Eat,5,Easy handy and don’t have to call…,Easy handy and don’t have to call anywhere,2025-03-02,Stephen,N/A
Just Eat,5,Easy to use and extremely convenient,Easy to use and extremely convenient,2025-03-02,Keith,N/A
Just Eat,5,Great app!,I have geat experience with online Just Eat app expecially diversity of restaurants and easy operating orders and accurate feedback.,2025-03-01,Suzana B.,N/A
Just Eat,5,Prompt precise delivery,Excellent Web site,2025-03-01,John Thornton,N/A
Just Eat,4,Overall a great service,"Overall a great service,  however the customer ratings are extremely prone to fake reviews",2025-02-27,Don,N/A
